timestamp,machine_id,container_class,git_sha,outer_jobs,profile_base_sha,enforcement_kind,runner_name,step,classification,inner_jobs,elapsed_s,returncode,ok,timed_out,cpu_timed_out,oom_kills,peak_bytes,thread_peak,effective_cores,user_s,sys_s,throttled_s,quota_utilization_pct,external_cpu_s,external_cores,co_tenants_start,co_tenants_end,ambient_bucket,load1_start,load1_end,load5_start,load5_end,host_cpu_psi_avg10_start,host_cpu_psi_avg10_end,host_cpu_psi_avg60_start,host_cpu_psi_avg60_end,host_memory_psi_avg10_start,host_memory_psi_avg10_end,host_memory_psi_avg60_start,host_memory_psi_avg60_end,host_io_psi_avg10_start,host_io_psi_avg10_end,host_io_psi_avg60_start,host_io_psi_avg60_end,step_cpu_psi_avg10_start,step_cpu_psi_avg10_end,step_cpu_psi_avg60_start,step_cpu_psi_avg60_end,cpu.burst_usec,cpu.nice_usec,cpu.nr_bursts,cpu.nr_periods,cpu.nr_throttled,cpu.system_usec,cpu.throttled_usec,cpu.usage_usec,cpu.user_usec
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,build.liteinst_runtime_release,cpu-bound,316,32.456,0,True,False,False,0,3090423808,119,7.6164,223.986,23.213,0.0,,2565.752,79.053,0,0,busy,105.29,105.04,101.35,101.82,3.37,3.39,5.25,4.36,0.86,2.99,2.06,3.46,4.8,5.56,5.04,5.52,0.0,0.0,0.0,0.0,0,0,0,0,0,23212923,0,247198434,223985510
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,doc.rustdoc,cpu-bound,316,89.002,0,True,False,False,0,3059240960,629,7.4735,566.781,98.375,0.0,,6639.454,74.599,0,0,busy,123.29,105.04,102.69,101.82,5.13,3.5,8.39,4.35,1.02,2.63,3.06,3.38,4.92,5.46,5.35,5.5,0.0,0.0,0.0,0.0,0,0,0,0,0,98374526,0,665155856,566781329
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,e2e.manifest_backend_parity_c,latency-bound,316,95.246,0,True,False,False,0,110530560,5,0.0729,3.18,3.76,0.0,,7821.04,82.114,0,0,busy,123.29,104.73,102.69,101.85,5.13,3.27,8.39,4.22,1.02,2.89,3.06,3.32,4.92,5.43,5.35,5.48,0.0,0.0,0.0,0.0,0,0,0,0,0,3759960,0,6939693,3179732
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,e2e.manifest_bin_c,latency-bound,316,95.246,0,True,False,False,0,113397760,5,0.0735,3.185,3.817,0.0,,7820.928,82.113,0,0,busy,123.29,104.73,102.69,101.85,5.13,3.27,8.39,4.22,1.02,2.89,3.06,3.32,4.92,5.43,5.35,5.48,0.0,0.0,0.0,0.0,0,0,0,0,0,3816710,0,7001661,3184951
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,e2e.manifest_determinism_stress,latency-bound,316,106.429,0,True,False,False,0,111460352,18,0.1801,12.593,6.577,0.0,,8732.801,82.053,0,0,busy,123.29,103.98,102.69,101.81,5.13,3.28,8.39,4.07,1.02,5.51,3.06,4.16,4.92,6.09,5.35,5.68,0.0,0.0,0.0,0.0,0,0,0,0,0,6576571,0,19169488,12592917
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.detcore_unit,cpu-bound,316,123.382,0,True,False,False,0,1634557952,48,0.8655,93.51,13.277,0.0,,9928.933,80.473,0,0,busy,123.29,98.65,102.69,100.74,5.13,4.11,8.39,4.11,1.02,4.54,3.06,3.83,4.92,4.76,5.35,5.45,0.0,0.0,0.0,0.0,0,0,0,0,0,13276540,0,106786868,93510328
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,e2e.manifest_language_runtimes,latency-bound,316,180.441,0,True,False,False,0,178823168,50,0.5687,81.506,21.112,0.0,,14158.962,78.468,0,0,busy,123.29,92.81,102.69,98.79,5.13,3.43,8.39,3.72,1.02,0.99,3.06,2.69,4.92,4.67,5.35,5.34,0.0,0.0,0.0,0.0,0,0,0,0,0,21111792,0,102617809,81506016
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.rr_suite_contract,cpu-bound,316,220.312,0,True,False,False,0,2719006720,39,2.5468,483.667,77.434,0.0,,16921.739,76.808,0,0,busy,123.29,106.41,102.69,101.17,5.13,4.01,8.39,3.79,1.02,4.46,3.06,3.94,4.92,6.29,5.35,5.72,0.0,0.0,0.0,0.0,0,0,0,0,0,77434249,0,561100949,483666699
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,doc.doctests,cpu-bound,316,225.749,0,True,False,False,0,1459290112,27,0.0478,4.533,6.264,0.0,,17827.873,78.972,0,0,busy,123.29,104.61,102.69,100.89,5.13,4.0,8.39,3.81,1.02,2.63,3.06,3.6,4.92,5.47,5.35,5.62,0.0,0.0,0.0,0.0,0,0,0,0,0,6264365,0,10797126,4532760
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,lint.clippy,cpu-bound,316,246.909,0,True,False,False,0,1255895040,43,0.2229,36.508,18.538,0.0,,19393.103,78.543,0,0,busy,123.29,99.7,102.69,99.98,5.13,3.69,8.39,3.78,1.02,7.39,3.06,4.15,4.92,4.72,5.35,5.26,0.0,0.0,0.0,0.0,0,0,0,0,0,18538254,0,55046621,36508366
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.regular_crates,cpu-bound,316,252.018,0,True,False,False,0,845443072,21,0.0537,8.713,4.818,0.0,,19815.889,78.629,0,0,busy,123.29,99.0,102.69,99.83,5.13,3.94,8.39,3.83,1.02,4.95,3.06,3.89,4.92,5.72,5.35,5.41,0.0,0.0,0.0,0.0,0,0,0,0,0,4818088,0,13531093,8713005
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,e2e.manifest_applications,latency-bound,316,164.421,0,True,False,False,0,72613888,12,0.0649,5.074,5.599,0.0,,12492.367,75.978,0,0,busy,104.73,95.44,101.85,99.04,3.27,3.97,4.22,3.85,2.89,2.22,3.32,3.4,5.43,4.77,5.48,5.23,0.0,0.0,0.0,0.0,0,0,0,0,0,5599299,0,10673065,5073765
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,e2e.manifest_chaos_c,latency-bound,316,6.181,0,True,False,False,0,102825984,5,1.0237,3.137,3.191,0.0,,436.592,70.635,0,0,busy,95.44,94.21,99.04,98.73,3.97,4.1,3.85,3.89,2.22,1.22,3.4,3.08,4.77,4.36,5.23,5.11,0.0,0.0,0.0,0.0,0,0,0,0,0,3190953,0,6327601,3136648
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,e2e.manifest_data_handling,latency-bound,316,160.092,0,True,False,False,0,58556416,10,0.1077,11.075,6.171,0.0,,12052.443,75.284,0,0,busy,103.98,94.21,101.81,98.73,3.28,4.1,4.07,3.89,5.51,1.22,4.16,3.08,6.09,4.36,5.68,5.11,0.0,0.0,0.0,0.0,0,0,0,0,0,6171165,0,17246548,11075382
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,e2e.manifest_c_programs,latency-bound,316,89.621,0,True,False,False,0,145276928,12,0.221,11.188,8.616,0.0,,6789.256,75.755,0,0,busy,92.81,94.99,98.79,98.81,3.43,3.88,3.72,3.87,0.99,1.29,2.69,2.97,4.67,4.06,5.34,5.01,0.0,0.0,0.0,0.0,0,0,0,0,0,8615522,0,19803973,11188451
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,e2e.manifest_debugger_c,latency-bound,316,6.631,0,True,False,False,0,44277760,5,1.1336,3.156,4.361,0.0,,451.813,68.139,0,0,busy,94.21,94.99,98.73,98.81,4.1,3.9,3.89,3.87,1.22,1.06,3.08,2.88,4.36,4.05,5.11,4.97,0.0,0.0,0.0,0.0,0,0,0,0,0,4360684,0,7516893,3156209
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.hermit_integration,latency-bound,316,276.03,0,True,False,False,0,1983397888,92,0.3043,49.67,34.335,0.0,,21409.525,77.562,0,0,busy,123.29,94.67,102.69,98.68,5.13,3.79,8.39,3.85,1.02,1.18,3.06,2.79,4.92,3.88,5.35,4.88,0.0,3.22,0.0,2.43,0,0,0,0,0,34335411,0,84005221,49669810
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,e2e.manifest_shared_futex_c,latency-bound,316,6.483,0,True,False,False,0,136421376,5,1.0448,3.186,3.588,0.0,,450.997,69.569,0,0,busy,94.99,94.67,98.81,98.68,3.88,3.79,3.87,3.85,1.29,1.18,2.97,2.79,4.06,3.88,5.01,4.88,0.0,0.0,0.0,0.0,0,0,0,0,0,3587844,0,6773351,3185507
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,e2e.manifest_determinism_stress_c,latency-bound,316,10.039,0,True,False,False,0,100859904,5,1.0829,5.844,5.027,0.0,,696.539,69.386,0,0,busy,94.21,94.67,98.73,98.68,4.1,3.79,3.89,3.85,1.22,1.18,3.08,2.79,4.36,3.88,5.11,4.88,0.0,0.0,0.0,0.0,0,0,0,0,0,5026994,0,10871240,5844245
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,e2e.manifest_util_c,latency-bound,316,6.385,0,True,False,False,0,64655360,5,1.1295,3.22,3.992,0.0,,445.528,69.779,0,0,busy,94.99,94.78,98.81,98.64,3.9,3.86,3.87,3.86,1.06,0.79,2.88,2.61,4.05,4.43,4.97,4.92,0.0,0.0,0.0,0.0,0,0,0,0,0,3991613,0,7211662,3220049
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,e2e.manifest_system_utils,latency-bound,316,185.497,0,True,False,False,0,90583040,10,0.1854,21.703,12.683,0.0,,13982.044,75.376,0,0,busy,104.73,94.78,101.85,98.64,3.27,3.86,4.22,3.86,2.89,0.79,3.32,2.61,5.43,4.43,5.48,4.92,0.0,0.09,0.0,0.02,0,0,0,0,0,12683344,0,34385978,21702633
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.app_strict_verify,latency-bound,316,36.453,0,True,False,False,0,2161459200,285,2.7138,68.636,30.289,0.0,,2279.465,62.532,0,0,busy,94.67,85.15,98.68,95.88,3.79,4.15,3.85,3.97,1.18,0.03,2.79,1.52,3.88,6.3,4.88,5.09,0.0,0.0,0.0,0.0,0,0,0,0,0,30288857,0,98925065,68636208
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.command_strict_verify,latency-bound,316,53.827,0,True,False,False,0,169299968,12,1.0022,42.759,11.187,0.0,,3371.924,62.644,0,0,busy,85.15,80.35,95.88,92.72,4.15,4.72,3.97,4.47,0.03,0.0,1.52,0.61,6.3,6.14,5.09,6.02,0.0,27.52,0.0,15.41,0,0,0,0,0,11187275,0,53945862,42758586
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.dbi_parity,latency-bound,316,6.531,0,True,False,False,0,108482560,8,0.9107,4.555,1.393,0.0,,444.372,68.037,0,0,busy,80.35,79.28,92.72,92.3,4.72,4.44,4.47,4.44,0.0,0.0,0.61,0.54,6.14,6.0,6.02,6.04,0.0,0.0,0.0,0.0,0,0,0,0,0,1393276,0,5947907,4554630
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.cli,latency-bound,316,28.53,0,True,False,False,0,2835726336,103,4.6161,113.966,17.732,0.0,,1809.952,63.44,0,0,busy,79.28,81.73,92.3,91.62,4.44,3.98,4.44,4.27,0.0,0.0,0.54,0.33,6.0,5.78,6.04,5.69,0.0,0.55,0.0,0.11,0,0,0,0,0,17732216,0,131698298,113966081
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.hermit_modes,latency-bound,316,21.964,0,True,False,False,0,311922688,11,0.998,18.638,3.281,0.0,,1440.601,65.59,0,0,busy,81.73,81.49,91.62,90.9,3.98,4.07,4.27,4.21,0.0,0.0,0.33,0.23,5.78,8.24,5.69,6.34,0.0,0.0,0.0,0.0,0,0,0,0,0,3280895,0,21918917,18638021
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.hermit_unit,cpu-bound,316,13.146,0,True,False,False,0,2076213248,27,2.4721,25.623,6.875,0.0,,835.832,63.582,0,0,busy,81.49,80.9,90.9,90.35,4.07,4.02,4.21,4.17,0.0,0.0,0.23,0.18,8.24,7.34,6.34,6.54,0.0,0.0,0.0,0.0,0,0,0,0,0,6874695,0,32497739,25623044
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.strict_compat,latency-bound,316,56.581,0,True,False,False,0,319852544,18,1.455,31.82,50.505,0.0,,3539.225,62.552,0,0,busy,80.9,78.83,90.35,88.16,4.02,3.92,4.17,4.04,0.0,0.0,0.18,0.06,7.34,7.29,6.54,6.61,0.0,0.0,0.0,0.0,0,0,0,0,0,50504515,0,82324960,31820444
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.detcore_parallel,cpu-bound,316,6.983,0,True,False,False,0,1251123200,27,2.8898,17.098,3.08,0.0,,420.001,60.149,0,0,busy,78.83,78.76,88.16,87.83,3.92,3.96,4.04,4.04,0.0,0.0,0.06,0.05,7.29,7.04,6.61,6.62,0.0,0.0,0.0,0.0,0,0,0,0,0,3080363,0,20178685,17098322
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.arbitrary_binaries,latency-bound,316,1.221,0,True,False,False,0,118521856,9,1.0946,0.793,0.543,0.0,,71.334,58.422,0,0,busy,78.76,78.76,87.83,87.83,3.96,3.96,4.04,4.03,0.0,0.0,0.05,0.05,7.04,7.21,6.62,6.67,0.0,0.0,0.0,0.0,0,0,0,0,0,543011,0,1336486,793474
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.liteinst_strict,latency-bound,316,32.281,0,True,False,False,0,372609024,9,1.0338,9.445,23.928,0.0,,2032.677,62.968,0,0,busy,78.76,78.15,87.83,86.84,3.96,4.21,4.03,4.12,0.0,0.0,0.05,0.03,7.21,6.81,6.67,6.79,0.0,4.75,0.0,2.29,0,0,0,0,0,23927506,0,33372787,9445280
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.envelope_levels,latency-bound,316,10.689,0,True,False,False,0,20176896,7,1.0653,8.731,2.655,0.0,,649.914,60.802,0,0,busy,78.15,77.72,86.84,86.33,4.21,4.07,4.12,4.1,0.0,0.0,0.03,0.02,6.81,5.74,6.79,6.55,0.0,0.0,0.0,0.0,0,0,0,0,0,2655091,0,11386473,8731381
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.detcore_misc,cpu-bound,316,6.732,0,True,False,False,0,1029230592,27,2.4272,12.919,3.421,0.0,,422.36,62.74,0,0,busy,77.72,79.18,86.33,86.5,4.07,4.03,4.1,4.09,0.0,0.0,0.02,0.02,5.74,6.8,6.55,6.69,0.0,0.0,0.0,0.0,0,0,0,0,0,3420742,0,16339537,12918794
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.sabre_examples,latency-bound,316,12.994,0,True,False,False,0,134164480,11,1.0457,4.837,8.751,0.0,,798.152,61.423,0,0,busy,79.18,82.61,86.5,86.84,4.03,4.0,4.09,4.07,0.0,0.0,0.02,0.01,6.8,6.18,6.69,6.54,0.0,0.14,0.0,0.03,0,0,0,0,0,8751088,0,13587718,4836630
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.ignored_syscall_regressions,latency-bound,316,1.07,0,True,False,False,0,152674304,8,1.4334,0.854,0.68,0.0,,60.856,56.859,0,0,busy,82.61,82.61,86.84,86.84,4.0,4.0,4.07,4.07,0.0,0.0,0.01,0.01,6.18,5.97,6.54,6.49,0.0,0.0,0.0,0.0,0,0,0,0,0,679714,0,1534183,854469
2026-08-04T23:12:36,AMD_EPYC_9D85_158-Core_Processor,affinity316_cpu-max-unknown,145e728232c6e05476b00b506ae1324b266cbb58,16,145e728232c6e05476b00b506ae1324b266cbb58,unverified,local,test.applications_e2e,latency-bound,316,9.637,0,True,False,False,0,32583680,12,1.112,8.824,1.893,0.0,,598.814,62.139,0,0,busy,82.61,81.55,86.84,86.48,4.0,4.0,4.07,4.05,0.0,0.0,0.01,0.01,5.97,5.91,6.49,6.36,0.0,0.0,0.0,0.0,0,0,0,0,0,1892550,0,10716221,8823670
