branch	mode	backend	category	language	test	status	exit_code	duration_seconds	command	log
main	strict	ptrace	integration_tests	C/C++	epoll_determinism::multiple_ready_fds_have_deterministic_ordering	PASS	0	0.946	timeout 300s cargo test -p hermit --test epoll_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-epoll_determinism
main	strict	ptrace	integration_tests	C/C++	epoll_determinism::nested_epoll_delivery_is_deterministic	PASS	0	0.946	timeout 300s cargo test -p hermit --test epoll_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-epoll_determinism
main	strict	ptrace	integration_tests	C/C++	epoll_determinism::oneshot_delivery_and_rearming_are_deterministic	PASS	0	0.946	timeout 300s cargo test -p hermit --test epoll_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-epoll_determinism
main	strict	ptrace	integration_tests	C/C++	fork_exec_determinism	SKIP	NA	0	test target absent on this branch	NA
main	strict	ptrace	integration_tests	C/C++	fp_reduction_determinism	SKIP	NA	0	test target absent on this branch	NA
main	strict	ptrace	integration_tests	C/C++	ipc_determinism::ipc_patterns_are_deterministic_across_five_runs	PASS	0	1.098	timeout 300s cargo test -p hermit --test ipc_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-ipc_determinism
main	strict	ptrace	integration_tests	C/C++	mmap_determinism::brk_and_sbrk_addresses_are_deterministic	PASS	0	0.832	timeout 300s cargo test -p hermit --test mmap_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-mmap_determinism
main	strict	ptrace	integration_tests	C/C++	mmap_determinism::map_fixed_address_is_deterministic	PASS	0	0.832	timeout 300s cargo test -p hermit --test mmap_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-mmap_determinism
main	strict	ptrace	integration_tests	C/C++	mmap_determinism::map_shared_address_is_deterministic	PASS	0	0.832	timeout 300s cargo test -p hermit --test mmap_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-mmap_determinism
main	strict	ptrace	integration_tests	C/C++	mmap_determinism::mmap_reuses_unmapped_address_deterministically	PASS	0	0.832	timeout 300s cargo test -p hermit --test mmap_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-mmap_determinism
main	strict	ptrace	integration_tests	C/C++	mmap_determinism::multiple_mmap_addresses_are_deterministic	PASS	0	0.832	timeout 300s cargo test -p hermit --test mmap_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-mmap_determinism
main	strict	ptrace	integration_tests	C/C++	random_determinism::random_sources_repeat_across_runs_and_change_with_seed	PASS	0	0.534	timeout 300s cargo test -p hermit --test random_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-random_determinism
main	strict	ptrace	integration_tests	C/C++	signal_determinism::alternate_signal_stack_is_preserved	PASS	0	0.941	timeout 300s cargo test -p hermit --test signal_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-signal_determinism
main	strict	ptrace	integration_tests	C/C++	signal_determinism::pending_signal_and_mask_survive_exec	PASS	0	0.941	timeout 300s cargo test -p hermit --test signal_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-signal_determinism
main	strict	ptrace	integration_tests	C/C++	signal_determinism::sigalrm_itimer_delivery_is_deterministic	PASS	0	0.941	timeout 300s cargo test -p hermit --test signal_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-signal_determinism
main	strict	ptrace	integration_tests	C/C++	signal_determinism::signal_handler_reentrance_is_deterministic	PASS	0	0.941	timeout 300s cargo test -p hermit --test signal_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-signal_determinism
main	strict	ptrace	integration_tests	C/C++	signal_determinism::signal_masks_survive_fork_and_clone	PASS	0	0.941	timeout 300s cargo test -p hermit --test signal_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-signal_determinism
main	strict	ptrace	integration_tests	C/C++	thread_sync_determinism::thread_sync_patterns_are_deterministic_across_five_runs	PASS	0	1.089	timeout 300s cargo test -p hermit --test thread_sync_determinism -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-thread_sync_determinism
main	strict	ptrace	integration_tests	Python	hashseed_determinism	SKIP	NA	0	test target absent on this branch	NA
main	strict	ptrace	integration_tests	Rust	thread_scheduling_fairness	SKIP	NA	0	test target absent on this branch	NA
main	strict	ptrace	integration_tests	Rust	no_silent_skips	SKIP	NA	0	test target absent on this branch	NA
main	strict	ptrace	integration_tests	Rust	cli::incompatible_run_modes_fail_during_argument_parsing	PASS	0	0.534	timeout 300s cargo test -p hermit --test cli -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-cli
main	strict	ptrace	integration_tests	Rust	cli::record_help_lists_management_commands	PASS	0	0.534	timeout 300s cargo test -p hermit --test cli -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-cli
main	strict	ptrace	integration_tests	Rust	cli::record_list_json_reports_an_empty_inventory	PASS	0	0.534	timeout 300s cargo test -p hermit --test cli -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-cli
main	strict	ptrace	integration_tests	Rust	cli::replay_help_accepts_optional_recording_id	PASS	0	0.534	timeout 300s cargo test -p hermit --test cli -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-cli
main	strict	ptrace	integration_tests	Rust	cli::run_help_exposes_determinism_modes	PASS	0	0.534	timeout 300s cargo test -p hermit --test cli -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-cli
main	strict	ptrace	integration_tests	Rust	cli::run_rejects_a_missing_bind_source_before_mounting	PASS	0	0.534	timeout 300s cargo test -p hermit --test cli -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-cli
main	strict	ptrace	integration_tests	Rust	cli::run_rejects_invalid_configuration_without_panicking	PASS	0	0.534	timeout 300s cargo test -p hermit --test cli -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-cli
main	strict	ptrace	integration_tests	Rust	cli::run_rejects_invalid_programs_with_actionable_errors	PASS	0	0.534	timeout 300s cargo test -p hermit --test cli -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-cli
main	strict	ptrace	integration_tests	Rust	cli::run_reports_denied_ptrace_and_seccomp_capabilities	PASS	0	0.534	timeout 300s cargo test -p hermit --test cli -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-cli
main	strict	ptrace	integration_tests	Rust	cli::top_level_help_lists_user_facing_commands	PASS	0	0.534	timeout 300s cargo test -p hermit --test cli -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-strict-cli
main	strict	ptrace	integration_tests	Other	integration_matrix	SKIP	NA	0	test target absent on this branch	NA
main	strict	ptrace	oss_full_apps	C/C++	compression	SKIP	NA	0	test target absent on this branch	NA
main	strict	ptrace	oss_full_apps	C/C++	redis_strict	SKIP	NA	0	test target absent on this branch	NA
main	strict	ptrace	oss_full_apps	C/C++	sqlite_veryquick	SKIP	NA	0	test target absent on this branch	NA
main	strict	ptrace	oss_full_apps	C/C++	leveldb	SKIP	NA	0	LEVELDB_BUILD_DIR or test target unavailable	NA
main	strict	ptrace	oss_full_apps	Python	python_stdlib	SKIP	NA	0	test target absent on this branch	NA
main	strict	ptrace	rr_test_suite	C/C++	rr_suite	SKIP	NA	0	rr target or initialized third-party/rr submodule unavailable	NA
main	record_replay	ptrace	basic_system_binaries	C/C++	c_ls	PASS	0	0.846	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-main-final/target/debug/hermit --log error record start --verify -- /usr/bin/ls --version 	/tmp/hermit-progress-artifacts-final/main-record-c_ls
main	record_replay	ptrace	basic_system_binaries	Rust	rustc_version	PASS	0	51.054	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-main-final/target/debug/hermit --log error record start --verify -- /home/newton/.rustup/toolchains/nightly-x86_64-unknown-linux-gnu/bin/rustc --version 	/tmp/hermit-progress-artifacts-final/main-record-rustc_version
main	record_replay	ptrace	basic_system_binaries	Python	python_hello	PASS	0	2.162	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-main-final/target/debug/hermit --log error record start --verify -- /usr/bin/python3 -c print\(\'python-ok\'\) 	/tmp/hermit-progress-artifacts-final/main-record-python_hello
main	record_replay	ptrace	basic_system_binaries	Java	java_version	FAIL	124	60.006	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-main-final/target/debug/hermit --log error record start --verify -- /usr/bin/java -version 	/tmp/hermit-progress-artifacts-final/main-record-java_version
main	record_replay	ptrace	basic_system_binaries	Go	go_version	FAIL	1	1.300	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-main-final/target/debug/hermit --log error record start --verify -- /usr/bin/go version 	/tmp/hermit-progress-artifacts-final/main-record-go_version
main	record_replay	ptrace	basic_system_binaries	Ruby	ruby_hello	FAIL	1	4.004	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-main-final/target/debug/hermit --log error record start --verify -- /usr/bin/ruby -e puts\ \'ruby-ok\' 	/tmp/hermit-progress-artifacts-final/main-record-ruby_hello
main	record_replay	ptrace	basic_system_binaries	OCaml	ocaml_version	FAIL	1	1.427	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-main-final/target/debug/hermit --log error record start --verify -- /usr/bin/ocaml -version 	/tmp/hermit-progress-artifacts-final/main-record-ocaml_version
main	record_replay	ptrace	basic_system_binaries	Node.js	node_hello	FAIL	1	5.895	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-main-final/target/debug/hermit --log error record start --verify -- /usr/bin/node -e console.log\(\'node-ok\'\) 	/tmp/hermit-progress-artifacts-final/main-record-node_hello
main	record_replay	ptrace	basic_system_binaries	Other	shell_hello	PASS	0	0.715	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-main-final/target/debug/hermit --log error record start --verify -- /usr/bin/sh -c printf\ \'shell-ok\\n\' 	/tmp/hermit-progress-artifacts-final/main-record-shell_hello
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_find_directory_tree	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_replay_matrix	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_rs_clock_total_order	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_rs_exit_group	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_rs_futex_timeout	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_rs_futex_wait_child	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_rs_futex_wake_some	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_rs_heap_ptrs	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_rs_nanosleep	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_rs_pipe_basics	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_rs_poll	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_rs_poll_spin	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_rs_print_nanosleep_race	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_rs_rdtsc	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_rs_sched_yield	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_rs_stack_ptr	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	record_replay	ptrace	integration_tests	Rust	record_replay::record_rs_thread_random	PASS	0	105.847	timeout 900s cargo test -p hermit --test record_replay -- --test-threads=1 	/tmp/hermit-progress-artifacts-final/main-record_replay-record_replay
main	chaos	ptrace	chaos	Rust	chaos_mode_matrix::chaos_mode_matrix	PASS	0	3.457	timeout 300s cargo test -p hermit --test hermit_modes chaos_mode_matrix -- --exact 	/tmp/hermit-progress-artifacts-final/main-chaos-chaos_mode_matrix
main	chaos	ptrace	chaos	Rust	hello_race_chaos_verify::hello_race_chaos_verify	PASS	0	2.483	timeout 300s cargo test -p hermit --test hermit_modes hello_race_chaos_verify -- --exact 	/tmp/hermit-progress-artifacts-final/main-chaos-hello_race_chaos_verify
main	chaos	ptrace	chaos	Rust	fast_chaos_matrix::fast_chaos_matrix	SKIP	0	0.415	timeout 600s cargo test -p hermit --test stress_suite fast_chaos_matrix -- --exact 	/tmp/hermit-progress-artifacts-final/main-chaos-fast_chaos_matrix
main	debugger	ptrace	debugger_attachment	Other	debugger_record_replay	PASS	0	0.711	timeout 180s /home/newton/work/dev-hermit/worktrees/progress-main-final/target/debug/hermit record start --verify-with-gdbex=continue -- /bin/true 	/tmp/hermit-progress-artifacts-final/main-debugger-debugger_record_replay
main	bisection	ptrace	schedule_bisection	Rust	schedule_bisect	SKIP	NA	0	test target absent on this branch	NA
frontier	build	host	build	Rust	workspace_build	PASS	0	22.569	timeout 900s cargo build --workspace 	/tmp/hermit-progress-artifacts-final/frontier-build-workspace_build
frontier	strict	ptrace	basic_system_binaries	C/C++	c_ls	PASS	0/0	0.190	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/ls --version  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/ls --version 	/tmp/hermit-progress-artifacts-final/frontier-strict-ptrace-c_ls
frontier	strict	ptrace	basic_system_binaries	C/C++	cpp_gpp	PASS	0/0	0.178	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/g++ --version  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/g++ --version 	/tmp/hermit-progress-artifacts-final/frontier-strict-ptrace-cpp_gpp
frontier	strict	ptrace	basic_system_binaries	Rust	rustc_version	PASS	0/0	1.949	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /home/newton/.rustup/toolchains/nightly-x86_64-unknown-linux-gnu/bin/rustc --version  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /home/newton/.rustup/toolchains/nightly-x86_64-unknown-linux-gnu/bin/rustc --version 	/tmp/hermit-progress-artifacts-final/frontier-strict-ptrace-rustc_version
frontier	strict	ptrace	basic_system_binaries	Python	python_hello	PASS	0/0	6.380	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/python3 -c print\(\'python-ok\'\)  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/python3 -c print\(\'python-ok\'\) 	/tmp/hermit-progress-artifacts-final/frontier-strict-ptrace-python_hello
frontier	strict	ptrace	basic_system_binaries	Java	java_version	FAIL	1/1	0.591	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/java -version  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/java -version 	/tmp/hermit-progress-artifacts-final/frontier-strict-ptrace-java_version
frontier	strict	ptrace	basic_system_binaries	Go	go_version	FAIL	1/1	0.871	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/go version  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/go version 	/tmp/hermit-progress-artifacts-final/frontier-strict-ptrace-go_version
frontier	strict	ptrace	basic_system_binaries	Ruby	ruby_hello	FAIL	1/1	0.493	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/ruby -e puts\ \'ruby-ok\'  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/ruby -e puts\ \'ruby-ok\' 	/tmp/hermit-progress-artifacts-final/frontier-strict-ptrace-ruby_hello
frontier	strict	ptrace	basic_system_binaries	OCaml	ocaml_version	FAIL	127/1	0.085	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/ocaml -version  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/ocaml -version 	/tmp/hermit-progress-artifacts-final/frontier-strict-ptrace-ocaml_version
frontier	strict	ptrace	basic_system_binaries	Node.js	node_hello	FAIL	0/1	1.477	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/node -e console.log\(\'node-ok\'\)  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/node -e console.log\(\'node-ok\'\) 	/tmp/hermit-progress-artifacts-final/frontier-strict-ptrace-node_hello
frontier	strict	ptrace	basic_system_binaries	Other	shell_hello	PASS	0/0	0.230	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/sh -c printf\ \'shell-ok\\n\'  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend ptrace run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/sh -c printf\ \'shell-ok\\n\' 	/tmp/hermit-progress-artifacts-final/frontier-strict-ptrace-shell_hello
frontier	strict	dbi	basic_system_binaries	C/C++	c_ls	FAIL	1/1	0.014	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/ls --version  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/ls --version 	/tmp/hermit-progress-artifacts-final/frontier-strict-dbi-c_ls
frontier	strict	dbi	basic_system_binaries	C/C++	cpp_gpp	FAIL	1/1	0.012	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/g++ --version  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/g++ --version 	/tmp/hermit-progress-artifacts-final/frontier-strict-dbi-cpp_gpp
frontier	strict	dbi	basic_system_binaries	Rust	rustc_version	FAIL	1/1	0.013	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /home/newton/.rustup/toolchains/nightly-x86_64-unknown-linux-gnu/bin/rustc --version  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /home/newton/.rustup/toolchains/nightly-x86_64-unknown-linux-gnu/bin/rustc --version 	/tmp/hermit-progress-artifacts-final/frontier-strict-dbi-rustc_version
frontier	strict	dbi	basic_system_binaries	Python	python_hello	FAIL	1/1	0.014	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/python3 -c print\(\'python-ok\'\)  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/python3 -c print\(\'python-ok\'\) 	/tmp/hermit-progress-artifacts-final/frontier-strict-dbi-python_hello
frontier	strict	dbi	basic_system_binaries	Java	java_version	FAIL	1/1	0.015	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/java -version  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/java -version 	/tmp/hermit-progress-artifacts-final/frontier-strict-dbi-java_version
frontier	strict	dbi	basic_system_binaries	Go	go_version	FAIL	1/1	0.013	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/go version  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/go version 	/tmp/hermit-progress-artifacts-final/frontier-strict-dbi-go_version
frontier	strict	dbi	basic_system_binaries	Ruby	ruby_hello	FAIL	1/1	0.014	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/ruby -e puts\ \'ruby-ok\'  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/ruby -e puts\ \'ruby-ok\' 	/tmp/hermit-progress-artifacts-final/frontier-strict-dbi-ruby_hello
frontier	strict	dbi	basic_system_binaries	OCaml	ocaml_version	FAIL	1/1	0.014	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/ocaml -version  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/ocaml -version 	/tmp/hermit-progress-artifacts-final/frontier-strict-dbi-ocaml_version
frontier	strict	dbi	basic_system_binaries	Node.js	node_hello	FAIL	1/1	0.013	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/node -e console.log\(\'node-ok\'\)  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/node -e console.log\(\'node-ok\'\) 	/tmp/hermit-progress-artifacts-final/frontier-strict-dbi-node_hello
frontier	strict	dbi	basic_system_binaries	Other	shell_hello	FAIL	1/1	0.014	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/sh -c printf\ \'shell-ok\\n\'  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend dbi run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/sh -c printf\ \'shell-ok\\n\' 	/tmp/hermit-progress-artifacts-final/frontier-strict-dbi-shell_hello
frontier	strict	kvm	basic_system_binaries	C/C++	c_ls	FAIL	0/0	0.097	timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend kvm run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled -- /usr/bin/ls --version  ; timeout 60s /home/newton/work/dev-hermit/worktrees/progress-frontier-final/target/debug/hermit --log error --backend kvm run --base-env=minimal --no-virtualize-cpuid --preemption-timeout=disabled --verify -- /usr/bin/ls --version 	/tmp/hermit-progress-artifacts-final/frontier-strict-kvm-c_ls
